Time,Treatment number,InitialCover,InitialRichness,InitialNative,Recruits,Block
84,86,48,5,60,10,2
84,87,38,3,100,6,2
84,88,40,5,40,6,2
84,89,44,4,100,4,2
84,90,32,4,50,23,2
84,91,52,4,75,5,2
84,92,4,1,0,43,2
84,93,0,0,0,6,2
84,94,60,4,50,11,3
84,95,24,4,75,50,3
84,96,74,2,100,19,3
84,97,32,3,66.66666667,102,3
84,98,48,3,66.66666667,25,3
84,99,32,3,66.66666667,42,3
84,100,34,4,75,21,3
84,101,48,5,100,58,3
84,102,34,3,100,41,3
84,103,28,1,100,11,3
84,104,26,4,75,46,3
84,105,42,1,100,61,3
84,106,72,1,0,15,3
84,107,32,3,66.66666667,22,3
84,108,32,2,50,33,3
84,109,8,1,0,52,3
84,110,60,1,100,0,3
84,111,14,2,100,31,3
84,112,52,1,0,41,3
84,113,20,5,100,23,3
84,114,0,0,0,47,3
84,115,2,1,0,12,3
84,116,68,6,66.66666667,8,3
84,117,20,1,100,12,3
84,118,36,6,100,11,3
84,119,42,3,66.66666667,22,3
84,120,48,5,60,13,3
84,121,74,4,50,9,3
84,122,34,6,100,20,3
84,123,46,5,80,28,3
84,124,28,3,66.66666667,35,3
84,125,32,4,50,13,3
84,126,20,5,60,12,3
84,127,14,1,0,9,3
84,128,30,4,75,20,3
84,129,64,7,100,3,3
84,130,0,0,0,38,3
84,131,16,1,100,8,3
84,132,62,3,100,6,3
84,133,0,0,0,11,3
84,134,44,4,50,15,3
84,135,62,6,100,6,3
84,136,0,0,0,23,3
84,137,0,0,0,13,3
84,138,38,1,100,7,4
84,139,42,5,100,6,4
84,140,16,1,0,10,4
84,141,46,5,80,5,4
84,142,20,1,0,7,4
84,143,26,1,100,2,4
84,144,34,5,100,7,4
84,145,36,3,100,5,4
84,146,34,5,80,4,4
84,147,28,1,0,3,4
84,148,28,4,100,0,4
84,149,56,1,100,1,4
84,150,28,2,100,5,4
84,151,58,7,100,2,4
84,152,60,1,0,21,4
84,153,72,5,40,1,4
84,154,18,1,100,3,4
84,155,16,4,50,18,4
84,156,56,7,57.14285714,5,4
84,157,0,0,0,2,4
84,158,0,0,0,5,4
84,159,26,3,33.33333333,14,4
84,160,40,6,50,16,4
84,161,10,3,66.66666667,8,4
84,162,16,4,75,7,4
84,163,60,1,0,0,4
84,164,42,4,50,5,4
84,165,76,1,100,0,4
84,166,22,2,100,11,4
84,167,14,3,66.66666667,5,4
84,168,66,3,100,1,4
84,169,24,5,60,5,4
84,170,26,5,100,3,4
84,171,52,5,80,2,4
84,172,32,2,50,10,4
84,173,14,1,0,9,4
84,174,60,1,0,4,4
84,175,50,7,57.14285714,6,4
84,176,2,1,100,5,4
84,177,34,6,83.33333333,5,4
84,178,22,5,40,0,4
84,179,32,7,57.14285714,3,4
84,180,16,1,100,11,4
84,181,20,3,100,5,4
84,182,48,6,100,0,4
84,183,16,4,75,24,5
84,184,26,1,0,34,5
84,185,16,1,100,21,5
84,186,30,5,60,41,5
84,187,16,1,100,37,5
84,188,20,1,100,4,5
84,189,44,1,0,32,5
84,190,24,2,100,18,5
84,191,40,4,25,11,5
84,192,52,6,100,1,5
84,193,28,1,0,6,5
84,194,16,3,100,8,5
84,195,30,1,0,9,5
84,196,28,4,50,8,5
84,197,36,3,33.33333333,15,5
84,198,20,1,0,7,5
84,199,46,4,75,12,5
84,200,40,4,100,11,5
84,201,48,1,0,27,5
84,202,60,5,60,4,5
84,203,28,5,60,2,5
84,204,32,6,50,2,5
84,205,58,4,75,4,5
84,206,36,5,60,4,5
84,207,0,0,0,4,5
84,208,0,0,0,26,5
84,209,26,1,0,8,5
84,210,76,7,100,2,5
84,211,28,5,60,2,5
84,212,56,7,71.42857143,0,5
84,213,56,5,80,4,5
84,214,24,4,50,5,5
84,215,22,4,50,6,5
84,216,20,5,40,0,5
84,217,54,1,0,7,5
84,218,44,3,66.66666667,2,5
84,219,0,0,0,10,5
84,220,74,1,100,0,5
84,221,30,1,100,3,5
84,222,56,8,50,2,5
84,223,42,6,100,1,5
84,224,20,4,100,10,5
84,225,36,2,50,3,5
84,226,34,6,100,2,5
84,227,40,1,100,5,5
